"date","original","trend","cycle"
1949-01-01,4.71849887129509,4.76947509067019,-0.0509762193750973
1949-02-01,4.77068462446567,4.78033297516369,-0.00964835069802642
1949-03-01,4.88280192258637,4.79118731964196,0.0916146029444133
1949-04-01,4.85981240436167,4.8020339140654,0.0577784902962719
1949-05-01,4.79579054559674,4.81287491051964,-0.0170843649228948
1949-06-01,4.90527477843843,4.82371647348544,0.0815583049529886
1949-07-01,4.99721227376411,4.83456358102936,0.162648692734755
1949-08-01,4.99721227376411,4.84542687498911,0.151785398775001
1949-09-01,4.91265488573605,4.85632829225053,0.0563265934855205
1949-10-01,4.77912349311153,4.86730031035214,-0.0881768172406066
1949-11-01,4.64439089914137,4.87837931840144,-0.233988419260069
1949-12-01,4.77068462446567,4.88959558211587,-0.118910957650206
1950-01-01,4.74493212836325,4.90096311801707,-0.156030989653823
1950-02-01,4.83628190695148,4.9124876849213,-0.0762057779698216
1950-03-01,4.94875989037817,4.92416420615941,0.024595684218757
1950-04-01,4.90527477843843,4.93598231299435,-0.030707534555924
1950-05-01,4.8283137373023,4.9479333447227,-0.119619607420397
1950-06-01,5.00394630594546,4.96000650817334,0.0439397977721181
1950-07-01,5.13579843705026,4.97218270325799,0.163615733792269
1950-08-01,5.13579843705026,4.98444588126321,0.151352555787048
1950-09-01,5.06259503302697,4.99679135567929,0.0658036773476718
1950-10-01,4.89034912822175,5.00922495059068,-0.118875822368929
1950-11-01,4.7361984483945,5.02175705978164,-0.285558611387141
1950-12-01,4.9416424226093,5.03438982177098,-0.092747399161673
1951-01-01,4.97673374242057,5.0471055446184,-0.0703718021978232
1951-02-01,5.01063529409626,5.05988009559199,-0.0492448014957297
1951-03-01,5.18178355029209,5.07268445502912,0.109099095262967
1951-04-01,5.09375020080676,5.08548618348929,0.00826401731746924
1951-05-01,5.14749447681345,5.09826041785807,0.0492340589553868
1951-06-01,5.18178355029209,5.11098286891108,0.0708006813810007
1951-07-01,5.29330482472449,5.12363266645587,0.169672158268624
1951-08-01,5.29330482472449,5.13619385701392,0.15711096771057
1951-09-01,5.21493575760899,5.14866226989552,0.0662734877134671
1951-10-01,5.08759633523238,5.1610446448948,-0.0734483096624174
1951-11-01,4.98360662170834,5.17335232413145,-0.18974570242311
1951-12-01,5.11198778835654,5.18559154914807,-0.0736037607915294
1952-01-01,5.14166355650266,5.19775538470241,-0.0560918281997465
1952-02-01,5.19295685089021,5.2098317841799,-0.0168749332896884
1952-03-01,5.26269018890489,5.22180480570015,0.0408853832047339
1952-04-01,5.19849703126583,5.2336573355124,-0.0351603042465752
1952-05-01,5.20948615284142,5.2453750991286,-0.0358889462871822
1952-06-01,5.38449506278909,5.25694138037293,0.127553682416163
1952-07-01,5.4380793089232,5.26833697078159,0.169742338141603
1952-08-01,5.48893772615669,5.27955151978544,0.209386206371243
1952-09-01,5.34233425196481,5.29058646447769,0.0517477874871234
1952-10-01,5.25227342804663,5.30145778266031,-0.0491843546136797
1952-11-01,5.14749447681345,5.31218504573165,-0.164690568918195
1952-12-01,5.26785815906333,5.32278440950986,-0.054926250446532
1953-01-01,5.27811465923052,5.33326059296804,-0.055145933737524
1953-02-01,5.27811465923052,5.34361450075633,-0.0654998415258179
1953-03-01,5.46383180502561,5.35384320794616,0.109988597079454
1953-04-01,5.45958551414416,5.36393924100882,0.0956462731353431
1953-05-01,5.43372200355424,5.37390276451264,0.0598192390416023
1953-06-01,5.49306144334055,5.38374058512825,0.109320858212296
1953-07-01,5.57594910314632,5.39346366364011,0.182485439506207
1953-08-01,5.605802066296,5.40309055255893,0.202711513737072
1953-09-01,5.46806014113513,5.41265247699538,0.055407664139749
1953-10-01,5.35185813347607,5.42219473924861,-0.0703366057725481
1953-11-01,5.19295685089021,5.43176648937221,-0.238809638482001
1953-12-01,5.30330490805908,5.44141199293325,-0.138107084874177
1954-01-01,5.31811999384422,5.45115893149614,-0.133038937651924
1954-02-01,5.23644196282995,5.4610253958555,-0.224583433025549
1954-03-01,5.45958551414416,5.47102023799083,-0.0114347238466738
1954-04-01,5.4249500174814,5.48113671380992,-0.0561866963285127
1954-05-01,5.4553211153577,5.49136728514247,-0.0360461697847671
1954-06-01,5.57594910314632,5.50170051196431,0.0742485911820083
1954-07-01,5.71042701737487,5.51212245104501,0.19830456632986
1954-08-01,5.68017260901707,5.52262431530632,0.15754829371075
1954-09-01,5.55682806169954,5.53321108882042,0.0236169728791217
1954-10-01,5.43372200355424,5.54389869651322,-0.110176692958976
1954-11-01,5.31320597904179,5.55470470337819,-0.241498724336403
1954-12-01,5.43372200355424,5.56563902324958,-0.131917019695341
1955-01-01,5.48893772615669,5.57669479921688,-0.0877570730601957
1955-02-01,5.4510384535657,5.58785601346545,-0.136817559899745
1955-03-01,5.58724865840025,5.59910055393943,-0.0118518955391845
1955-04-01,5.59471137960184,5.61039680736358,-0.015685427761737
1955-05-01,5.59842195899838,5.6217123374143,-0.0232903784159238
1955-06-01,5.75257263882563,5.63301361850221,0.119559020323423
1955-07-01,5.89715386763674,5.64426550765053,0.252888359986211
1955-08-01,5.84932477994686,5.65544116459222,0.193883615354639
1955-09-01,5.74300318780948,5.66653131075191,0.0764718770575711
1955-10-01,5.61312810638807,5.67754013169419,-0.0644120253061181
1955-11-01,5.46806014113513,5.68847712353065,-0.220416982395524
1955-12-01,5.62762111369064,5.6993473093156,-0.0717261956249636
1956-01-01,5.64897423816121,5.71014040536843,-0.0611661672072195
1956-02-01,5.62401750618734,5.72084114702272,-0.0968236408353851
1956-03-01,5.75890177387728,5.73143002196159,0.0274717519156907
1956-04-01,5.74620319054015,5.74188079400417,0.00432239653598422
1956-05-01,5.76205138278018,5.75216913473016,0.00988224805002062
1956-06-01,5.92425579741453,5.76227101588568,0.161984781528856
1956-07-01,6.02344759296103,5.77216309548408,0.251284497476954
1956-08-01,6.00388706710654,5.78183328048187,0.222053786624667
1956-09-01,5.87211778947542,5.79128692814789,0.0808308613275273
1956-10-01,5.72358510195238,5.80054481615281,-0.0769597142004332
1956-11-01,5.6021188208797,5.80963333542159,-0.207514514541887
1956-12-01,5.72358510195238,5.81857353245456,-0.0949884305021748
1957-01-01,5.75257263882563,5.82737204302189,-0.0747994041962538
1957-02-01,5.70711026474888,5.83602890647496,-0.128918641726088
1957-03-01,5.87493073085203,5.8445389677621,0.030391763089927
1957-04-01,5.85220247977447,5.85288811914817,-0.000685639373692107
1957-05-01,5.87211778947542,5.86106436343712,0.0110534260382975
1957-06-01,6.04500531403601,5.86905565581907,0.175949658216937
1957-07-01,6.14203740558736,5.87685071908319,0.265186686504166
1957-08-01,6.1463292576689,5.88445049474488,0.261878762924022
1957-09-01,6.00141487796115,5.89187434006167,0.109540537899484
1957-10-01,5.84932477994686,5.8991597983163,-0.0498350183694388
1957-11-01,5.72031177660741,5.90635201977331,-0.186040243165894
1957-12-01,5.8171111599632,5.91349269393206,-0.0963815339688558
1958-01-01,5.82894561761021,5.9206105908306,-0.0916649732203918
1958-02-01,5.76205138278018,5.92772778734488,-0.165676404564705
1958-03-01,5.89164421182577,5.93485999472773,-0.0432157829019546
1958-04-01,5.85220247977447,5.94201141892608,-0.0898089391516023
1958-05-01,5.89440283426485,5.94918326479084,-0.0547804305259942
1958-06-01,6.07534603108868,5.95637050044105,0.11897553064763
1958-07-01,6.19644412779452,5.96356428979917,0.232879837995354
1958-08-01,6.22455842927536,5.97076405897727,0.25379437029809
1958-09-01,6.00141487796115,5.97798540629843,0.0234294716627235
1958-10-01,5.88332238848828,5.98526155469474,-0.101939166206467
1958-11-01,5.73657229747919,5.99262735414498,-0.256055056665785
1958-12-01,5.82008293035236,6.00011057551911,-0.180027645166751
1959-01-01,5.88610403145016,6.00772120808598,-0.121617176635824
1959-02-01,5.8348107370626,6.01545673919461,-0.180646002132004
1959-03-01,6.00635315960173,6.02330621055676,-0.0169530509550269
1959-04-01,5.98141421125448,6.03124611902293,-0.0498319077684535
1959-05-01,6.04025471127741,6.03925178414843,0.00100292712898426
1959-06-01,6.15697898558556,6.04729506493939,0.109683920646162
1959-07-01,6.30627528694802,6.05534789004969,0.25092739689833
1959-08-01,6.3261494731551,6.06338980507211,0.262759668082992
1959-09-01,6.13772705408623,6.07141778111313,0.0663092729731064
1959-10-01,6.00881318544259,6.07944703647839,-0.0706338510357953
1959-11-01,5.89164421182577,6.08749739428416,-0.195853182458389
1959-12-01,6.00388706710654,6.09558377251816,-0.0916967054116226
1960-01-01,6.0330862217988,6.10370748825267,-0.0706212664538653
1960-02-01,5.96870755998537,6.11186349073319,-0.14315593074782
1960-03-01,6.03787091992214,6.12004182495061,-0.0821709050284749
1960-04-01,6.13339804299665,6.12822259451176,0.00517544848488771
1960-05-01,6.15697898558556,6.1363801967106,0.0205987888749584
1960-06-01,6.28226674689601,6.14448938824723,0.137777358648777
1960-07-01,6.43294009273918,6.15252635629322,0.280413736445959
1960-08-01,6.40687998606931,6.16047685589226,0.246403130177058
1960-09-01,6.23048144757848,6.16834611526417,0.0621353323143157
1960-10-01,6.13339804299665,6.17615647395727,-0.0427584309606179
1960-11-01,5.96614673912369,6.1839345864735,-0.217787847349812
1960-12-01,6.06842558824411,6.19170413797934,-0.123278549735233
